team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
NSH,2022,NSH,NSH,Team Level,5on5,80,0.48,0.47,0.47,231786.0,1843.22,177.27,127.78,436.92,61.5,1016.17,734.36,169.05,178.36,170.09,1795.0,759.0,949.0,3503.0,142.0,189.0,36.0,415.0,63.0,829.0,917.0,1653.0,2412.0,282.0,668.0,1753.0,2071.0,465.0,547.0,1832.0,541.0,181.0,58.23,67.26,51.78,54.0,45.0,43.0,3522.71,2554.0,2571.0,328.0,26.59,42.69,43.43,160.43,161.35,158.16,2082.18,193.59,142.26,488.75,69.22,1149.93,836.26,186.5,194.43,187.3,2034.0,846.0,1011.0,3891.0,146.0,196.0,17.0,473.0,46.0,897.0,1122.0,1888.0,2734.0,267.0,624.0,1556.0,1771.0,509.0,561.0,2056.0,640.0,184.0,64.86,78.31,50.42,49.0,65.0,32.0,3890.56,2880.0,2875.1,334.0,29.46,39.72,39.82,183.23,183.59,180.1
NSH,2022,NSH,NSH,Team Level,4on5,80,0.12,0.11,0.13,25934.0,63.69,7.33,3.78,9.34,2.03,20.13,42.37,7.11,7.33,7.11,62.0,23.0,12.0,97.0,5.0,4.0,0.0,8.0,1.0,16.0,51.0,57.0,80.0,8.0,16.0,205.0,77.0,63.0,32.0,56.0,19.0,10.0,1.94,2.39,3.0,2.0,2.0,1.0,97.0,85.0,85.0,29.0,0.86,0.79,0.79,7.4,7.4,7.27,406.58,51.8,37.96,82.89,14.18,247.67,126.52,48.63,51.8,48.63,404.0,157.0,186.0,747.0,44.0,55.0,7.0,81.0,17.0,206.0,158.0,360.0,517.0,11.0,22.0,247.0,32.0,19.0,86.0,383.0,112.0,66.0,9.93,13.53,28.33,4.0,16.0,24.0,747.0,561.0,561.0,9.0,9.74,12.52,12.42,49.11,49.11,47.09
NSH,2022,NSH,NSH,Team Level,5on4,80,0.81,0.85,0.82,23284.0,337.7,38.56,32.21,69.27,11.63,215.34,113.0,36.19,38.56,36.19,327.0,153.0,161.0,641.0,37.0,29.0,4.0,64.0,9.0,180.0,161.0,290.0,443.0,17.0,34.0,200.0,24.0,17.0,63.0,328.0,108.0,44.0,8.39,13.05,17.13,7.0,8.0,22.0,641.0,480.0,480.0,3.0,8.21,5.17,4.43,42.35,42.35,40.23,78.74,8.75,4.35,10.61,2.42,24.56,52.31,8.54,8.75,8.54,91.0,12.0,14.0,117.0,6.0,4.0,0.0,7.0,0.0,19.0,67.0,85.0,97.0,6.0,12.0,186.0,60.0,61.0,40.0,63.0,29.0,11.0,2.02,3.5,3.24,2.0,3.0,1.0,117.0,103.0,103.0,36.0,0.99,0.72,0.72,9.03,9.03,8.95
MIN,2022,MIN,MIN,Team Level,other,81,0.56,0.53,0.54,12223.0,193.12,44.12,13.76,33.14,6.33,98.8,65.85,38.87,44.12,38.87,186.0,76.0,74.0,336.0,34.0,16.0,3.0,26.0,4.0,89.0,93.0,152.0,228.0,7.0,14.0,143.0,32.0,27.0,30.0,121.0,77.0,64.0,4.9,9.58,29.63,3.0,6.0,25.0,336.0,262.0,262.0,12.0,4.09,5.64,5.64,42.56,42.56,38.56,165.54,34.2,11.73,29.98,5.54,82.14,56.42,31.05,34.2,31.05,164.0,56.0,77.0,297.0,34.0,23.0,6.0,20.0,1.0,59.0,83.0,130.0,186.0,15.0,30.0,151.0,33.0,29.0,26.0,105.0,65.0,50.0,4.13,8.04,22.03,1.0,8.0,25.0,297.0,220.0,220.0,13.0,3.39,7.27,7.27,30.31,30.31,29.08
MIN,2022,MIN,MIN,Team Level,all,81,0.51,0.5,0.51,297344.0,2587.06,255.78,179.37,585.58,84.56,1415.48,1050.23,243.16,257.14,244.5,2511.0,1060.0,1179.0,4750.0,236.0,242.0,34.0,525.0,74.0,1154.0,1340.0,2275.0,3335.0,333.0,775.0,2161.0,1758.0,532.0,525.0,2550.0,765.0,256.0,72.84,93.71,89.22,59.0,98.0,79.0,4784.66,3571.0,3596.07,262.0,40.25,49.41,49.41,246.62,247.92,239.93,2501.58,244.8,171.22,579.04,83.33,1384.22,996.4,231.88,243.81,230.99,2521.0,938.0,1298.0,4757.0,215.0,221.0,27.0,477.0,98.0,1120.0,1328.0,2306.0,3244.0,335.0,788.0,2376.0,1630.0,471.0,576.0,2514.0,701.0,244.0,73.51,83.96,87.34,69.0,81.0,65.0,4731.16,3459.0,3446.78,321.0,37.85,46.75,46.84,235.81,235.2,227.77
MIN,2022,MIN,MIN,Team Level,5on5,81,0.5,0.5,0.5,238269.0,1938.46,159.8,126.43,460.87,63.26,1066.49,810.15,155.2,161.18,156.53,1850.0,837.0,950.0,3637.0,141.0,169.0,19.0,409.0,63.0,869.0,1036.0,1709.0,2546.0,305.0,713.0,1607.0,1643.0,441.0,434.0,1998.0,558.0,131.0,56.6,68.17,35.02,49.0,67.0,25.0,3671.66,2687.0,2712.07,226.0,26.11,30.42,30.62,155.3,156.6,154.19,1940.0,162.26,126.82,468.49,64.9,1070.88,794.63,156.1,161.27,155.21,1949.0,739.0,1017.0,3705.0,138.0,161.0,18.0,380.0,84.0,869.0,1056.0,1811.0,2550.0,280.0,669.0,1800.0,1509.0,379.0,475.0,2015.0,533.0,140.0,59.14,63.56,39.56,60.0,58.0,20.0,3679.16,2688.0,2675.78,281.0,26.16,32.53,33.19,155.24,154.63,151.65
MIN,2022,MIN,MIN,Team Level,4on5,81,0.16,0.14,0.18,24063.0,79.35,8.02,3.83,11.04,2.38,23.6,55.13,7.88,8.02,7.88,83.0,21.0,9.0,113.0,12.0,4.0,0.0,7.0,1.0,16.0,64.0,71.0,92.0,4.0,8.0,191.0,56.0,49.0,19.0,69.0,23.0,12.0,2.04,2.93,3.05,1.0,5.0,6.0,113.0,104.0,104.0,18.0,0.89,1.06,1.06,7.85,7.85,7.84,349.34,43.56,30.24,74.08,11.46,216.14,112.51,39.98,43.56,39.98,358.0,130.0,192.0,680.0,42.0,37.0,3.0,70.0,12.0,180.0,147.0,316.0,446.0,21.0,42.0,243.0,19.0,13.0,50.0,349.0,92.0,47.0,8.92,11.08,23.55,7.0,15.0,20.0,680.0,488.0,488.0,4.0,7.75,6.94,6.38,44.93,44.93,41.74
MIN,2022,MIN,MIN,Team Level,5on4,81,0.9,0.9,0.89,22789.0,376.14,43.84,35.35,80.54,12.59,226.59,119.1,41.22,43.84,41.22,392.0,126.0,146.0,664.0,49.0,53.0,12.0,83.0,6.0,180.0,147.0,343.0,469.0,17.0,40.0,220.0,27.0,15.0,42.0,362.0,107.0,49.0,9.29,13.02,21.52,6.0,20.0,23.0,664.0,518.0,518.0,6.0,9.16,12.3,12.1,40.9,40.9,39.34,46.7,4.78,2.42,6.49,1.43,15.05,32.84,4.75,4.78,4.75,50.0,13.0,12.0,75.0,1.0,0.0,0.0,7.0,1.0,12.0,42.0,49.0,62.0,19.0,47.0,182.0,69.0,50.0,25.0,45.0,11.0,7.0,1.3,1.28,2.2,1.0,0.0,0.0,75.0,63.0,63.0,23.0,0.55,0.0,0.0,5.34,5.34,5.3
TOR,2022,TOR,TOR,Team Level,other,81,0.5,0.4,0.41,9676.0,105.58,27.88,7.36,17.75,3.41,51.96,35.66,25.79,27.88,25.79,100.0,44.0,47.0,191.0,26.0,10.0,3.0,16.0,7.0,34.0,51.0,74.0,118.0,3.0,6.0,110.0,22.0,24.0,27.0,66.0,34.0,44.0,2.51,4.23,21.15,1.0,5.0,20.0,191.0,144.0,144.0,15.0,2.1,4.0,4.08,25.91,25.91,24.89,147.53,28.42,11.4,28.04,5.34,80.73,49.07,25.71,28.42,25.71,142.0,61.0,80.0,283.0,30.0,20.0,3.0,25.0,5.0,67.0,56.0,112.0,173.0,8.0,14.0,102.0,40.0,23.0,17.0,109.0,53.0,41.0,4.21,6.56,17.64,9.0,7.0,14.0,283.0,203.0,203.0,4.0,3.2,6.49,6.49,25.14,25.14,24.19
TOR,2022,TOR,TOR,Team Level,all,81,0.54,0.51,0.52,294293.0,2636.87,284.32,194.04,593.07,86.69,1435.11,1010.77,270.57,287.16,273.33,2608.0,996.0,1111.0,4715.0,275.0,253.0,42.0,538.0,91.0,1131.0,1316.0,2333.0,3329.0,290.0,631.0,2318.0,1761.0,700.0,833.0,2458.0,821.0,325.0,74.06,102.63,107.63,83.0,96.0,96.0,4789.91,3604.0,3649.23,474.0,42.88,55.68,55.77,271.44,274.06,266.89,2440.55,239.82,172.18,564.42,81.28,1333.07,971.24,228.03,238.73,226.99,2396.0,966.0,1203.0,4565.0,218.0,238.0,37.0,500.0,90.0,1142.0,1174.0,2178.0,3144.0,293.0,620.0,2051.0,2527.0,621.0,792.0,2385.0,721.0,256.0,67.1,88.73,83.98,82.0,70.0,66.0,4499.71,3362.0,3326.77,455.0,38.11,50.53,50.53,227.39,226.48,220.73
TOR,2022,TOR,TOR,Team Level,5on5,81,0.54,0.51,0.52,236662.0,2059.98,195.32,143.42,483.7,67.43,1126.15,805.98,187.67,198.15,190.44,2032.0,790.0,901.0,3723.0,181.0,178.0,27.0,455.0,73.0,882.0,1053.0,1851.0,2641.0,265.0,583.0,1820.0,1628.0,600.0,688.0,1978.0,651.0,193.0,60.15,81.82,53.34,73.0,69.0,39.0,3797.91,2822.0,2867.23,409.0,29.82,37.6,37.62,187.52,190.13,186.3,1890.53,165.36,127.19,456.25,62.72,1026.85,767.61,158.82,164.29,157.78,1840.0,766.0,962.0,3568.0,142.0,180.0,25.0,408.0,70.0,882.0,924.0,1698.0,2464.0,266.0,568.0,1534.0,2362.0,525.0,648.0,1896.0,551.0,159.0,53.54,67.62,44.2,64.0,50.0,28.0,3502.71,2606.0,2570.77,415.0,26.41,36.24,36.72,155.06,154.15,151.13
TOR,2022,TOR,TOR,Team Level,4on5,81,0.21,0.16,0.19,24426.0,77.59,10.27,4.69,11.44,2.67,25.41,50.51,9.9,10.27,9.9,87.0,18.0,11.0,116.0,7.0,6.0,1.0,6.0,3.0,22.0,61.0,80.0,98.0,6.0,10.0,165.0,85.0,64.0,47.0,63.0,23.0,19.0,1.93,2.99,5.35,1.0,3.0,3.0,116.0,105.0,105.0,43.0,1.07,1.6,1.6,9.73,9.73,9.6,330.22,38.43,29.83,69.81,10.97,203.75,105.21,36.2,38.43,36.2,338.0,120.0,148.0,606.0,38.0,32.0,8.0,62.0,15.0,173.0,138.0,300.0,420.0,13.0,26.0,252.0,49.0,18.0,97.0,316.0,96.0,46.0,7.46,11.62,19.35,7.0,8.0,23.0,606.0,458.0,458.0,9.0,7.63,6.5,6.03,40.03,40.03,38.34
TOR,2022,TOR,TOR,Team Level,5on4,81,0.87,0.86,0.85,23529.0,393.71,50.85,38.57,80.18,13.18,231.59,118.63,47.22,50.85,47.22,389.0,144.0,152.0,685.0,61.0,59.0,11.0,61.0,8.0,193.0,151.0,328.0,472.0,16.0,32.0,223.0,26.0,12.0,71.0,351.0,113.0,69.0,9.47,13.59,27.8,8.0,19.0,34.0,685.0,533.0,533.0,7.0,9.9,12.48,12.48,48.28,48.28,46.09,72.25,7.6,3.75,10.32,2.25,21.73,49.34,7.3,7.6,7.3,76.0,19.0,13.0,108.0,8.0,6.0,1.0,5.0,0.0,20.0,56.0,68.0,87.0,6.0,12.0,163.0,76.0,55.0,30.0,64.0,21.0,10.0,1.88,2.92,2.8,2.0,5.0,1.0,108.0,95.0,95.0,27.0,0.87,1.3,1.3,7.16,7.16,7.08
VGK,2022,VGK,VGK,Team Level,other,81,0.48,0.46,0.46,10266.0,133.22,27.27,10.11,24.14,4.7,72.49,45.3,26.31,27.27,26.31,138.0,46.0,73.0,257.0,31.0,14.0,4.0,21.0,5.0,65.0,48.0,107.0,153.0,7.0,14.0,121.0,47.0,32.0,20.0,112.0,35.0,37.0,3.97,4.55,18.75,6.0,7.0,18.0,257.0,184.0,184.0,8.0,2.87,3.42,3.42,26.71,26.71,26.07,155.02,29.77,11.87,27.35,5.1,88.93,52.98,28.96,29.77,28.96,156.0,60.0,84.0,300.0,27.0,12.0,0.0,32.0,4.0,78.0,63.0,129.0,189.0,2.0,2.0,121.0,33.0,31.0,26.0,129.0,48.0,39.0,5.21,5.67,18.89,6.0,7.0,14.0,300.0,216.0,216.0,9.0,3.3,3.31,3.31,29.75,29.75,29.12
VGK,2022,VGK,VGK,Team Level,all,81,0.53,0.49,0.5,296252.0,2539.29,263.53,181.3,585.08,84.35,1383.83,998.98,251.7,266.78,254.82,2568.0,930.0,1247.0,4745.0,264.0,242.0,45.0,526.0,85.0,1091.0,1290.0,2304.0,3234.0,229.0,511.0,2411.0,1917.0,707.0,569.0,2469.0,736.0,293.0,71.83,92.58,99.12,78.0,94.0,92.0,4817.88,3498.0,3542.17,275.0,39.96,52.33,52.42,250.99,253.91,247.91,2535.0,234.38,173.96,598.06,84.13,1403.98,1015.49,225.15,233.05,223.88,2503.0,1007.0,1466.0,4976.0,224.0,229.0,32.0,576.0,91.0,1147.0,1243.0,2279.0,3286.0,247.0,538.0,2205.0,2314.0,667.0,686.0,2637.0,634.0,239.0,74.99,76.93,82.46,71.0,83.0,70.0,4931.13,3510.0,3491.94,315.0,38.06,45.7,46.26,226.19,225.14,220.19
VGK,2022,VGK,VGK,Team Level,5on5,81,0.52,0.48,0.49,249290.0,2026.78,185.53,138.47,485.21,67.25,1097.17,821.42,177.0,188.77,180.12,2043.0,753.0,1035.0,3831.0,186.0,187.0,34.0,432.0,67.0,856.0,1068.0,1857.0,2610.0,206.0,467.0,1910.0,1794.0,616.0,492.0,2016.0,597.0,183.0,58.8,74.75,51.97,68.0,75.0,43.0,3903.88,2796.0,2840.17,250.0,28.73,39.68,40.02,174.17,177.07,173.68,2078.43,168.27,136.82,509.46,69.12,1146.15,848.2,162.04,166.93,160.78,2029.0,849.0,1214.0,4092.0,159.0,186.0,26.0,492.0,78.0,918.0,1045.0,1870.0,2719.0,229.0,506.0,1766.0,2197.0,561.0,597.0,2218.0,508.0,152.0,62.94,61.93,43.4,62.0,67.0,30.0,4047.13,2878.0,2859.94,291.0,28.24,36.75,37.43,159.08,158.03,155.36
VGK,2022,VGK,VGK,Team Level,4on5,81,0.18,0.12,0.15,16694.0,45.58,6.78,2.87,6.18,1.47,14.29,28.4,6.7,6.78,6.7,54.0,6.0,11.0,71.0,9.0,2.0,1.0,2.0,0.0,11.0,36.0,45.0,51.0,7.0,14.0,137.0,45.0,43.0,18.0,31.0,17.0,12.0,0.9,2.32,3.56,0.0,4.0,5.0,71.0,60.0,60.0,13.0,0.66,0.48,0.48,6.95,6.95,6.9,249.83,30.74,22.61,53.5,8.17,152.3,78.7,28.72,30.74,28.72,258.0,88.0,152.0,498.0,35.0,26.0,4.0,46.0,8.0,142.0,89.0,223.0,311.0,11.0,20.0,159.0,22.0,23.0,49.0,243.0,63.0,40.0,5.57,7.3,17.86,3.0,8.0,24.0,498.0,346.0,346.0,2.0,5.91,4.14,4.01,32.63,32.63,31.02
VGK,2022,VGK,VGK,Team Level,5on4,81,0.89,0.87,0.87,20002.0,333.71,43.96,29.85,69.54,10.92,199.88,103.85,41.69,43.96,41.69,333.0,125.0,128.0,586.0,38.0,39.0,6.0,71.0,13.0,159.0,138.0,295.0,420.0,9.0,16.0,243.0,31.0,16.0,39.0,310.0,87.0,61.0,8.16,10.96,24.84,4.0,8.0,26.0,586.0,458.0,458.0,4.0,7.71,8.75,8.5,43.16,43.16,41.25,51.73,5.61,2.66,7.76,1.75,16.61,35.61,5.42,5.61,5.42,60.0,10.0,16.0,86.0,3.0,5.0,2.0,6.0,1.0,9.0,46.0,57.0,67.0,5.0,10.0,159.0,62.0,52.0,14.0,47.0,15.0,8.0,1.27,2.04,2.3,0.0,1.0,2.0,86.0,70.0,70.0,13.0,0.61,1.51,1.51,4.71,4.71,4.69
CAR,2022,CAR,CAR,Team Level,other,81,0.54,0.58,0.57,9364.0,161.99,36.06,11.81,29.9,5.57,85.81,52.86,32.82,36.06,32.82,152.0,70.0,77.0,299.0,33.0,15.0,2.0,26.0,3.0,82.0,63.0,119.0,189.0,5.0,10.0,124.0,25.0,22.0,23.0,97.0,75.0,50.0,3.89,9.7,22.47,7.0,11.0,15.0,299.0,222.0,222.0,10.0,3.47,4.6,4.92,34.61,34.61,32.32,126.7,30.79,9.15,22.11,4.08,63.49,40.38,28.45,30.79,28.45,127.0,43.0,46.0,216.0,29.0,14.0,3.0,12.0,5.0,57.0,53.0,98.0,141.0,8.0,16.0,112.0,35.0,29.0,19.0,81.0,46.0,43.0,3.35,5.62,21.82,3.0,12.0,14.0,216.0,170.0,170.0,7.0,2.69,6.16,6.16,27.32,27.32,26.83
CAR,2022,CAR,CAR,Team Level,all,81,0.58,0.6,0.59,295832.0,2978.32,293.41,211.15,732.58,101.97,1649.7,1170.19,277.74,296.25,280.47,2816.0,1343.0,1364.0,5523.0,256.0,355.0,44.0,625.0,96.0,1523.0,1304.0,2560.0,3903.0,280.0,576.0,2594.0,1337.0,732.0,709.0,3028.0,805.0,326.0,86.91,98.33,108.17,97.0,84.0,75.0,5616.63,4159.0,4215.05,304.0,46.89,67.9,67.91,272.39,275.12,265.93,2096.49,208.89,149.15,475.82,68.83,1134.59,838.72,198.53,207.72,197.42,2099.0,777.0,818.0,3694.0,206.0,195.0,20.0,391.0,59.0,904.0,1121.0,1893.0,2670.0,265.0,549.0,2298.0,1816.0,586.0,766.0,2035.0,633.0,208.0,57.56,77.09,74.25,74.0,82.0,50.0,3646.79,2876.0,2847.77,430.0,33.38,41.75,41.78,200.49,199.53,194.91
CAR,2022,CAR,CAR,Team Level,5on5,81,0.6,0.6,0.6,238226.0,2343.95,202.53,159.87,602.17,80.65,1297.81,938.98,193.32,205.37,196.04,2216.0,1066.0,1102.0,4384.0,171.0,289.0,35.0,521.0,76.0,1190.0,1035.0,2045.0,3111.0,243.0,502.0,2009.0,1236.0,605.0,576.0,2468.0,607.0,207.0,70.38,73.98,58.16,76.0,60.0,35.0,4477.63,3282.0,3338.05,263.0,33.25,52.16,52.4,183.38,186.12,181.6,1609.53,134.46,107.52,381.63,52.25,873.69,660.46,130.58,133.29,129.48,1599.0,611.0,664.0,2874.0,136.0,133.0,8.0,324.0,48.0,699.0,870.0,1463.0,2074.0,225.0,469.0,1800.0,1669.0,466.0,646.0,1622.0,473.0,115.0,45.61,58.01,30.84,64.0,57.0,15.0,2826.79,2210.0,2181.77,391.0,22.3,25.36,25.53,131.23,130.28,128.44
CAR,2022,CAR,CAR,Team Level,4on5,81,0.16,0.19,0.2,24474.0,77.49,7.34,4.19,11.62,2.52,25.85,54.48,7.28,7.34,7.28,82.0,24.0,14.0,120.0,9.0,2.0,0.0,14.0,1.0,22.0,58.0,73.0,97.0,8.0,16.0,216.0,52.0,88.0,31.0,73.0,23.0,10.0,1.96,2.84,2.54,3.0,3.0,3.0,120.0,106.0,106.0,27.0,0.97,0.15,0.15,8.17,8.17,8.12,298.16,37.56,29.11,63.58,10.51,177.13,94.1,33.54,37.56,33.54,305.0,107.0,98.0,510.0,36.0,44.0,8.0,48.0,3.0,135.0,146.0,269.0,376.0,15.0,30.0,197.0,33.0,30.0,76.0,276.0,94.0,42.0,6.92,11.18,19.46,6.0,10.0,20.0,510.0,412.0,412.0,9.0,7.63,9.11,8.97,36.23,36.23,33.97
CAR,2022,CAR,CAR,Team Level,5on4,81,0.89,0.88,0.87,23768.0,394.89,47.48,35.29,88.9,13.24,240.23,123.86,44.33,47.48,44.33,366.0,183.0,171.0,720.0,43.0,49.0,7.0,64.0,16.0,229.0,148.0,323.0,506.0,24.0,48.0,245.0,24.0,17.0,79.0,390.0,100.0,59.0,10.67,11.81,25.0,11.0,10.0,22.0,720.0,549.0,549.0,4.0,9.19,10.99,10.44,46.24,46.24,43.88,62.09,6.07,3.37,8.5,1.99,20.28,43.79,5.95,6.07,5.95,68.0,16.0,10.0,94.0,5.0,4.0,1.0,7.0,3.0,13.0,52.0,63.0,79.0,17.0,34.0,189.0,79.0,61.0,25.0,56.0,20.0,8.0,1.68,2.26,2.13,1.0,3.0,1.0,94.0,84.0,84.0,23.0,0.76,1.12,1.12,5.72,5.72,5.67
ANA,2022,ANA,ANA,Team Level,other,81,0.43,0.44,0.43,8967.0,119.57,23.13,8.75,21.41,3.97,63.64,42.1,21.58,23.13,21.58,125.0,38.0,48.0,211.0,27.0,12.0,4.0,17.0,2.0,57.0,48.0,98.0,136.0,8.0,16.0,116.0,17.0,26.0,20.0,90.0,41.0,32.0,3.3,5.01,14.82,3.0,9.0,15.0,211.0,163.0,163.0,7.0,2.5,4.11,4.66,20.97,20.97,20.11,155.8,30.36,11.56,27.48,5.1,82.41,55.09,28.01,30.36,28.01,149.0,63.0,57.0,269.0,30.0,12.0,2.0,23.0,5.0,79.0,63.0,119.0,182.0,11.0,22.0,109.0,20.0,25.0,23.0,113.0,64.0,35.0,4.51,8.95,16.91,7.0,7.0,16.0,269.0,212.0,212.0,8.0,3.3,3.7,3.45,30.21,30.21,28.39
ANA,2022,ANA,ANA,Team Level,all,81,0.4,0.43,0.42,295538.0,2302.61,208.94,157.21,533.6,75.72,1244.48,936.05,199.07,206.75,196.97,2302.0,854.0,1040.0,4196.0,203.0,228.0,33.0,455.0,54.0,1035.0,1182.0,2099.0,2953.0,331.0,743.0,2199.0,1272.0,454.0,648.0,2320.0,644.0,192.0,65.65,78.56,64.72,71.0,72.0,60.0,4098.24,3156.0,3100.37,351.0,34.68,45.79,45.83,197.79,195.59,190.76,3111.05,315.11,222.79,706.54,103.21,1734.21,1234.15,300.05,320.55,305.25,3172.0,1144.0,1181.0,5497.0,330.0,332.0,32.0,607.0,100.0,1414.0,1533.0,2842.0,3986.0,288.0,661.0,2497.0,1418.0,548.0,699.0,3073.0,920.0,323.0,93.14,113.72,108.25,111.0,124.0,95.0,5665.23,4316.0,4423.99,309.0,49.24,66.76,66.8,297.55,302.47,294.03
ANA,2022,ANA,ANA,Team Level,5on5,81,0.4,0.43,0.42,240960.0,1785.7,146.0,114.63,430.44,58.49,953.95,740.5,140.45,143.81,138.36,1785.0,659.0,827.0,3271.0,141.0,175.0,24.0,375.0,46.0,767.0,941.0,1644.0,2303.0,291.0,658.0,1676.0,1204.0,377.0,550.0,1837.0,484.0,123.0,51.81,59.81,34.38,62.0,52.0,27.0,3173.24,2444.0,2388.37,311.0,23.7,32.91,32.74,136.96,134.75,132.59,2448.13,218.97,168.52,579.28,81.53,1367.2,999.51,209.9,224.41,215.11,2519.0,896.0,973.0,4388.0,222.0,263.0,24.0,495.0,83.0,1096.0,1256.0,2297.0,3193.0,254.0,592.0,1958.0,1330.0,462.0,595.0,2508.0,701.0,206.0,76.56,86.24,56.15,90.0,96.0,36.0,4556.23,3415.0,3522.99,275.0,34.81,52.02,52.32,201.45,206.37,202.04
ANA,2022,ANA,ANA,Team Level,4on5,81,0.07,0.1,0.11,23788.0,57.58,4.29,2.6,8.52,1.76,18.13,41.69,4.23,4.29,4.23,63.0,14.0,10.0,87.0,0.0,0.0,0.0,4.0,2.0,15.0,56.0,63.0,77.0,14.0,33.0,204.0,34.0,38.0,28.0,58.0,15.0,4.0,1.49,1.82,0.98,0.0,0.0,0.0,87.0,77.0,77.0,26.0,0.6,0.0,0.0,4.89,4.89,4.82,446.89,58.98,39.63,91.66,14.79,266.25,138.68,55.39,58.98,55.39,439.0,171.0,142.0,752.0,72.0,54.0,6.0,86.0,12.0,221.0,165.0,367.0,538.0,15.0,31.0,252.0,16.0,16.0,50.0,403.0,135.0,72.0,10.69,15.96,32.33,13.0,18.0,41.0,752.0,610.0,610.0,0.0,10.42,10.64,10.63,58.77,58.77,56.5
ANA,2022,ANA,ANA,Team Level,5on4,81,0.84,0.88,0.86,21823.0,339.76,35.53,31.24,73.22,11.5,208.76,111.75,32.82,35.53,32.82,329.0,143.0,155.0,627.0,35.0,41.0,5.0,59.0,4.0,196.0,137.0,294.0,437.0,18.0,36.0,203.0,17.0,13.0,50.0,335.0,104.0,33.0,9.05,11.92,14.55,6.0,11.0,18.0,627.0,472.0,472.0,7.0,7.88,8.77,8.42,34.98,34.98,33.24,60.24,6.8,3.07,8.12,1.78,18.34,40.88,6.74,6.8,6.74,65.0,14.0,9.0,88.0,6.0,3.0,0.0,3.0,0.0,18.0,49.0,59.0,73.0,8.0,16.0,178.0,52.0,45.0,31.0,49.0,20.0,10.0,1.37,2.58,2.85,1.0,3.0,2.0,88.0,79.0,79.0,26.0,0.71,0.39,0.39,7.11,7.11,7.11
